id;comments
63;Time to update celebrity crush :speaking_head:️:nail_polish_medium-light_skin_tone:
63;U r very pretty :growing_heart:
63;:palm_tree::comet:️
63;you:fire::fire::pinched_fingers::pinched_fingers::pinched_fingers:
63;Love:red_heart:️
63;Mumbai trip krni h ab soon @vaasavi_chunduru
63;🫶:light_skin_tone::sparkles::tulip::sparkling_heart:
63;Pretty :smiling_face_with_hearts::smiling_face_with_hearts:
64;:fire::fire:
64;Wow! Stunning:fire::fire::fire:
64;dress link?
64;:red_heart:️:smiling_face_with_heart-eyes:
64;Met galaa ??:loudly_crying_face:
64;Giving the total The vampire diaries vibe
64;Your dress is similar to Elena's dreas from tvd . When she danced with Damon. All i could remember that scene from tvd whenever i watch you with this dress. And you are looking effortlessly beautiful :blue_heart:
65;Where did you get these cargos from??
65;:fire:
65;Nice
65;The girl can dress
65;Outfits🫶:light_skin_tone:
65;Ahhhh jhad deta hu tumhe dek ke hamesha jaanu :weary_face::raised_fist::eggplant::sweat_droplets::sweat_droplets::sweat_droplets::sweat_droplets::sweat_droplets::face_blowing_a_kiss:
65;
65;Cutee :red_heart:️:red_heart:️
65;"Hey Taneesha
Vaav India wishes to send you some luxury pieces. Kindly get in touch.
Have a great day!
Team Vaav India"
66;I Meant Soon
66;
66;Hi jojo
66;Aaaand that show is down the drain too. Pathetic
66;I wrote u a Poem please check dm. I would be so grateful spent a  lot of time perfecting it xx
66;Does she think she can dance lol
66;You’re kidding, right?
66;Why are people like you famous? You’re an idiot
67;I swear tanee u look absolutely gorgeous :red_heart:️
67;Abhi to gyi thi ye:face_with_rolling_eyes:
67;:graduation_cap: nice
67;Bhai tumhare University me sab sundar log hi hai kya
67;Congrats happy for you
67;
67;:fire::fire::fire:
67;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
68;So cool(mommy)
68;You performed a very bold character here
68;A literal goddess omg spare me to even live in your world :place_of_worship::place_of_worship::place_of_worship:
68;Omfgg pretty gworl slayed so hardd :ribbon::growing_heart::place_of_worship::loudly_crying_face:
68;Dolly:winking_face::red_heart:️
68;no lube, no protection, all night, all day, from the kitchen floor to the toilet seat, from the dining table ta the bedroom, from the bathroom sink to the shower, from the front porch to the balcony, vertically, horizontally, quadratic, exponent al, logarithmic, missionary, cowgirl, reverse cow girl, doggy. backwards, forwards sideways, upside down, on the floor, in the bed, on the couch, on a chair, being carried against the wall, outside in a train, on a plane, in the car, on a motorcycle, the bed of a truck, on a trampoline, in a bounce house, in the ool, bent over, in the basement, against the window, have the most toe curling, back arching, leg shaking, dick thribbing, first clenching, ear rining, mouth drooling, ass clenching. nose sniffling, eye watering, eye rolling, hip thrusting. earthquaking, sheet gripping, knuckles cracking, jaw dropping, hair pulling. teeth jitterbug. mind blogging, soul snatching.overstimulating, vile, sloppy, moan inducing, heart wrenching, spine tingli extraordinary, slendid, phenomenal, mouth foaming heavenly, awakening, devils tangos riding one could offer..
68;i wanna be as pretty as u
68;:ribbon::loudly_crying_face:
68;What did you eat to have that kind of glow up all of a sudden? @srishtigargg
68;OKG TV GIRLLLL <<33333333333 :ribbon::ribbon::ribbon::ribbon::ribbon::sparkles::sparkles::sparkles::growing_heart::growing_heart::beating_heart::beating_heart::beating_heart::growing_heart::beating_heart::beating_heart::beating_heart::mending_heart::mending_heart::mending_heart::mending_heart::mending_heart::mending_heart::mending_heart::love_letter::love_letter::love_letter::love_letter::love_letter:
69;Uttar pradesh aao tumko khila pila ke aur insan bna ke bhjnge waha reh ke mauga bn gya h :rolling_on_the_floor_laughing::face_with_tears_of_joy::hot_beverage:️:red_heart:️
69;Cute:pleading_face:
69;Check DM for an urgent collab
69;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:raising_hands:
69;Kutte = Cuteae :raising_hands::red_heart:️
69;Pretty boy
69;Curls looking so luscious in the fourth one
69;Bruhh this looks legit fr:cowboy_hat_face::pinched_fingers::pinched_fingers:
69;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
69;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
70;Ok ok :OK_hand:
70;:red_heart:️:red_heart:️:red_heart:️
70;I am so so happy for you !:red_heart:️
70;He is looking like Andrew Garfield
70;what a great humble way to enter into Bollywood man !! Kudos :clapping_hands:
70;:red_heart:
70;Begum tum Kam mat Karo me karta hu Naa:smiling_face_with_tear:
70;Maine sach itna Dayan hi nhi diya tha ki ye bhi movie me the 🫡
70;loved your role and loved the movie ^_^
71;You are so beautiful :smiling_face_with_heart-eyes:
71;ugh pics of us is so grown
71;cuteeeeeee
71;
71;Last one... :fire::fire::red_heart:️:red_heart:️:white_heart:
71;4th :red_heart:️
71;Cute cuter cuter
71;:black_heart::black_heart::smiling_face_with_heart-eyes:
71;"@punk_dolll what if she doesn;t wear anything"
72;:fire::fire::fire::fire::fire::fire::fire:
72;Gay
72;Bw t shirt kaha se purchase kare hoon
72;Size out of stock hai :smiling_face_with_tear:
72;BRO OUT OF STOCK:face_with_steam_from_nose::face_with_steam_from_nose::face_with_steam_from_nose::face_with_steam_from_nose:
72;Ek baar ameer ho jau toh tumhara brand he pehnugi bas
72;This used to be my ringtone during college days :grimacing_face:
72;@sugandhgandotra IKR I thought I was trippin
73;:fire::sparkles:
73;You make people melt boyyyy:loudly_crying_face::loudly_crying_face::loudly_crying_face:
73;Systumm trying to be aesthetic
73;I come here everyday
73;Ye shirt kaha se li bhaiya aapne?
73;More like gay era
73;Baby kaha se li ye shirt?
73;:blue_heart:
73;so harry styles coded
73;And Chamkila got shot shot
74;How did I miss this?
74;ye konsi jgah h???
74;:OK_hand:
74;Sir pt dedo pls
74;Aisa 3 month transformation mujhe bhi chahiye. Mera to 1 saal mein bhi nahi ho paaya:loudly_crying_face:
74;And yet I envy your post :red_heart:️:red_heart:️:pinched_fingers_light_skin_tone::pinched_fingers_light_skin_tone:
74;Bahut chill krte ho yaar
74;Male pick me lmao
75;Imagine what if he met Andrew Garfield there
75;"Hello Dear! Are you still worried about work? let me help you, we are now recruiting a large number of online part-time jobs. You only need to have a mobile phone and you can do it at home. You can easily earn 200-500 rupees every day. 
:backhand_index_pointing_right:No upfront investment required
DM ME FOR MORE INFO"
75;FIFA SONG
75;sasta Andrew Garfield :rolling_on_the_floor_laughing:
75;:red_heart:
75;:red_heart:️
75;Almost ready to hit out Ranveer Singh at Bollywood.. Great going Vishnu! Hope to see you the main protagonist in movies :star-struck::thumbs_up::party_popper::hundred_points:
75;Sirra :fire:
76;Here from even before the godzilla song review
76;Bhai big fan
76;25L gaye paani mein:face_with_tears_of_joy:
76;Nice show off
76;25 Lakh ka ticket :face_savoring_food::winking_face::winking_face::winking_face::winking_face_with_tongue::winking_face_with_tongue::winking_face_with_tongue::winking_face_with_tongue:
76;Ticket kitne ki li:face_with_tears_of_joy::face_with_tears_of_joy:
76;Kitne ki thi ticket ? 20 - 25 lakh ?
76;25Lakh dekar gya bhai shame :face_with_tears_of_joy::raising_hands:
76;25lakhs... That's a joke. And we all are laughing at it.
76;25 lakh ki ticket deke success lol
77;:nazar_amulet::nazar_amulet:
77;Germany aoo Toh Milke Jaana
77;Oh I cannot believe I didn’t see you were in Cannes & Sourh France! Would have loved to have said hello - absolutely adore you guys :red_heart:️ a beautiful couple too xx
77;Ofcourse you guys should 🩵:nazar_amulet:
77;For my mental peace, yes thank you :loudly_crying_face:
77;:red_heart:️
77;I think @thevishnukaushal should propose :red_heart:️ :ring:
77;Cute:heart_suit:️
77;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
77;Perfect PUNJABI MUNDA:red_heart:️ PAHADI BULI
